,District Code,Age Group,Total Persons
10060,627,40-44,121103
10061,627,45-49,110258
10062,627,50-54,87294
10063,627,55-59,74886
10064,627,60-64,68424
10065,627,65-69,52731
10066,627,70-74,38621
10067,627,75-79,20377
10068,627,80+,19041
10069,627,Age not stated,1708
10070,628,All ages,3077233
10071,628,0-4,226436
10072,628,5-9,248027
10073,628,10-14,271801
10074,628,15-19,269329
10075,628,20-24,264635
10076,628,25-29,274049
10077,628,30-34,240296
10078,628,35-39,232536
10079,628,40-44,210378
10080,628,45-49,192919
10081,628,50-54,158940
10082,628,55-59,136585
10083,628,60-64,120490
10084,628,65-69,91295
10085,628,70-74,67050
10086,628,75-79,35551
10087,628,80+,34652
10088,628,Age not stated,2264
10089,629,All ages,1870374
10090,629,0-4,129895
10091,629,5-9,135372
10092,629,10-14,152553
10093,629,15-19,147984
10094,629,20-24,155169
10095,629,25-29,166079
10096,629,30-34,154029
10097,629,35-39,146970
10098,629,40-44,131835
10099,629,45-49,123714
10100,629,50-54,104227
10101,629,55-59,94053
10102,629,60-64,79031
10103,629,65-69,58667
10104,629,70-74,40898
10105,629,75-79,24627
10106,629,80+,24346
10107,629,Age not stated,925
10108,630,All ages,1506843
10109,630,0-4,118553
10110,630,5-9,126991
10111,630,10-14,147444
10112,630,15-19,140167
10113,630,20-24,134973
10114,630,25-29,136058
10115,630,30-34,114319
10116,630,35-39,121668
10117,630,40-44,101962
10118,630,45-49,96379
10119,630,50-54,69338
10120,630,55-59,57583
10121,630,60-64,53537
10122,630,65-69,34631
10123,630,70-74,26216
10124,630,75-79,12193
10125,630,80+,14038
10126,630,Age not stated,793
10127,631,All ages,1879809
10128,631,0-4,154323
10129,631,5-9,162082
10130,631,10-14,183912
10131,631,15-19,179439
10132,631,20-24,178359
10133,631,25-29,176359
10134,631,30-34,147871
10135,631,35-39,150291
10136,631,40-44,121357
10137,631,45-49,113664
10138,631,50-54,84032
10139,631,55-59,65316
10140,631,60-64,58840
10141,631,65-69,39094
10142,631,70-74,30726
10143,631,75-79,14919
10144,631,80+,18311
10145,631,Age not stated,914
10146,632,All ages,3458045
10147,632,0-4,228164
10148,632,5-9,231107
10149,632,10-14,260540
10150,632,15-19,259970
10151,632,20-24,283417
10152,632,25-29,316319
10153,632,30-34,294996
10154,632,35-39,302186
10155,632,40-44,270579
10156,632,45-49,249460
10157,632,50-54,199610
10158,632,55-59,166796
10159,632,60-64,140882
10160,632,65-69,95528
10161,632,70-74,71666
10162,632,75-79,40402
10163,632,80+,42854
10164,632,Age not stated,3569
10165,633,All ages,2479052
10166,633,0-4,173374
10167,633,5-9,172049
10168,633,10-14,189996
10169,633,15-19,192942
10170,633,20-24,212081
10171,633,25-29,237545
10172,633,30-34,214336
10173,633,35-39,218643
10174,633,40-44,188839
10175,633,45-49,172821
10176,633,50-54,131766
10177,633,55-59,108008
10178,633,60-64,95347
10179,633,65-69,66295
10180,633,70-74,49375
10181,633,75-79,26479
10182,633,80+,27404
10183,633,Age not stated,1752
10184,56,All ages,330086
10185,56,0-4,30889
10186,56,5-9,37551
10187,56,10-14,40872
10188,56,15-19,36173
10189,56,20-24,31081
10190,56,25-29,25860
10191,56,30-34,22029
10192,56,35-39,20941
10193,56,40-44,17754
10194,56,45-49,15273
10195,56,50-54,12832
10196,56,55-59,9958
10197,56,60-64,11509
10198,56,65-69,6805
10199,56,70-74,4978
10200,56,75-79,2509
10201,56,80+,2654
10202,56,Age not stated,418
10203,57,All ages,391605
10204,57,0-4,35937
10205,57,5-9,40184
10206,57,10-14,44204
10207,57,15-19,41293
10208,57,20-24,36521
10209,57,25-29,31576
10210,57,30-34,26701
10211,57,35-39,24664
10212,57,40-44,22196
10213,57,45-49,19621
10214,57,50-54,16848
10215,57,55-59,13083
10216,57,60-64,13218
10217,57,65-69,9289
10218,57,70-74,7317
10219,57,75-79,3880
10220,57,80+,4238
10221,57,Age not stated,835
10222,58,All ages,242285
10223,58,0-4,21800
10224,58,5-9,25715
10225,58,10-14,28519
10226,58,15-19,25905
10227,58,20-24,21601
10228,58,25-29,18308
10229,58,30-34,15629
10230,58,35-39,15035
10231,58,40-44,12917
10232,58,45-49,11398
10233,58,50-54,10138
10234,58,55-59,8142
10235,58,60-64,9379
10236,58,65-69,6537
10237,58,70-74,5165
10238,58,75-79,2677
10239,58,80+,2948
10240,58,Age not stated,472
10241,59,All ages,618931
10242,59,0-4,56739
10243,59,5-9,68436
10244,59,10-14,75138
10245,59,15-19,68849
10246,59,20-24,53782
10247,59,25-29,45380
10248,59,30-34,39339
10249,59,35-39,37698
10250,59,40-44,33401
10251,59,45-49,28933
10252,59,50-54,25379
10253,59,55-59,19904
10254,59,60-64,22682
10255,59,65-69,15661
10256,59,70-74,12581
10257,59,75-79,6942
10258,59,80+,6849
10259,59,Age not stated,1238
10260,60,All ages,1696694
10261,60,0-4,137774
10262,60,5-9,156933
10263,60,10-14,167882
10264,60,15-19,175683
10265,60,20-24,175063
10266,60,25-29,155182
10267,60,30-34,132014
10268,60,35-39,122004
10269,60,40-44,102221
10270,60,45-49,89807
10271,60,50-54,71671
10272,60,55-59,56734
10273,60,60-64,54482
10274,60,65-69,36156
10275,60,70-74,25919
10276,60,75-79,13761
10277,60,80+,17557
10278,60,Age not stated,5851
10279,61,All ages,687271
10280,61,0-4,56984
10281,61,5-9,67637
10282,61,10-14,76575
10283,61,15-19,74266
10284,61,20-24,58033
10285,61,25-29,47270
10286,61,30-34,43999
10287,61,35-39,42649
10288,61,40-44,38575
10289,61,45-49,34960
10290,61,50-54,32338
10291,61,55-59,26888
10292,61,60-64,27603
10293,61,65-69,20626
10294,61,70-74,17114
10295,61,75-79,9828
10296,61,80+,11048
10297,61,Age not stated,878
10298,62,All ages,483439
10299,62,0-4,43412
10300,62,5-9,49073
10301,62,10-14,52906
10302,62,15-19,49280
10303,62,20-24,41913
10304,62,25-29,36910
10305,62,30-34,32813
10306,62,35-39,30470
10307,62,40-44,28291
10308,62,45-49,25175
10309,62,50-54,22604
10310,62,55-59,17793
10311,62,60-64,18099
10312,62,65-69,12442
10313,62,70-74,9851
10314,62,75-79,5512
10315,62,80+,6216
10316,62,Age not stated,679
10317,63,All ages,259898
10318,63,0-4,24445
10319,63,5-9,27137
10320,63,10-14,29092
10321,63,15-19,26961
10322,63,20-24,21272
10323,63,25-29,18581
10324,63,30-34,16589
10325,63,35-39,16260
10326,63,40-44,14482
10327,63,45-49,13238
10328,63,50-54,11653
10329,63,55-59,9839
10330,63,60-64,11028
10331,63,65-69,7216
10332,63,70-74,5514
10333,63,75-79,3025
10334,63,80+,3397
10335,63,Age not stated,169
10336,64,All ages,622506
10337,64,0-4,55170
10338,64,5-9,62586
10339,64,10-14,70771
10340,64,15-19,69317
10341,64,20-24,52038
10342,64,25-29,41713
10343,64,30-34,37950
10344,64,35-39,37658
10345,64,40-44,34611
10346,64,45-49,31019
10347,64,50-54,28559
10348,64,55-59,23982
10349,64,60-64,27017
10350,64,65-69,18455
10351,64,70-74,14385
10352,64,75-79,7692
10353,64,80+,8904
10354,64,Age not stated,679
10355,65,All ages,259648
10356,65,0-4,25004
10357,65,5-9,29895
10358,65,10-14,31848
10359,65,15-19,27603
10360,65,20-24,22473
10361,65,25-29,20093
10362,65,30-34,17166
10363,65,35-39,16667
10364,65,40-44,14364
10365,65,45-49,12525
10366,65,50-54,10088
10367,65,55-59,8361
10368,65,60-64,9190
10369,65,65-69,5571
10370,65,70-74,4191
10371,65,75-79,2078
10372,65,80+,2434
10373,65,Age not stated,97
10374,66,All ages,954605
10375,66,0-4,85338
10376,66,5-9,95335
10377,66,10-14,102103
10378,66,15-19,103405
10379,66,20-24,94692
10380,66,25-29,81675
10381,66,30-34,70335
10382,66,35-39,66697
10383,66,40-44,56202
10384,66,45-49,49861
10385,66,50-54,39708
10386,66,55-59,30292
10387,66,60-64,28803
10388,66,65-69,18837
10389,66,70-74,13368
10390,66,75-79,7010
10391,66,80+,9035
10392,66,Age not stated,1909
10393,67,All ages,1648902
10394,67,0-4,155863
10395,67,5-9,181511
10396,67,10-14,201649
10397,67,15-19,201030
10398,67,20-24,168034
10399,67,25-29,134527
10400,67,30-34,115610
10401,67,35-39,111419
10402,67,40-44,90638
10403,67,45-49,74703
10404,67,50-54,54650
10405,67,55-59,43716
10406,67,60-64,45123
10407,67,65-69,27585
10408,67,70-74,19089
10409,67,75-79,8552
10410,67,80+,13508
10411,67,Age not stated,1695
10412,68,All ages,1890422
10413,68,0-4,195509
10414,68,5-9,216808
10415,68,10-14,223784
10416,68,15-19,224345
10417,68,20-24,193565
10418,68,25-29,153109
10419,68,30-34,128126
10420,68,35-39,123338
10421,68,40-44,101057
10422,68,45-49,82864
10423,68,50-54,60690
10424,68,55-59,49769
10425,68,60-64,50923
10426,68,65-69,33579
10427,68,70-74,23971
10428,68,75-79,11180
10429,68,80+,16117
10430,68,Age not stated,1688
10431,55,All ages,1055450
10432,55,0-4,81854
10433,55,5-9,91194
10434,55,10-14,93464
10435,55,15-19,104418
10436,55,20-24,121244
10437,55,25-29,110237
10438,55,30-34,90803
10439,55,35-39,83672
10440,55,40-44,68921
10441,55,45-49,60352
10442,55,50-54,46942
10443,55,55-59,34925
10444,55,60-64,25801
10445,55,65-69,15839
10446,55,70-74,11385
10447,55,75-79,6422
10448,55,80+,7631
10449,55,Age not stated,346
10450,132,All ages,3466382
10451,132,0-4,353758
10452,132,5-9,401390
10453,132,10-14,440575
10454,132,15-19,429948
10455,132,20-24,346128
10456,132,25-29,256890
10457,132,30-34,217659
10458,132,35-39,215799
10459,132,40-44,184543
10460,132,45-49,151735
10461,132,50-54,111586
10462,132,55-59,88565
10463,132,60-64,84775
10464,132,65-69,55542
10465,132,70-74,42774
10466,132,75-79,20285
10467,132,80+,30335
10468,132,Age not stated,34095
10469,133,All ages,4143512
10470,133,0-4,436383
10471,133,5-9,505711
10472,133,10-14,541168
10473,133,15-19,502400
10474,133,20-24,389963
10475,133,25-29,296132
10476,133,30-34,257483
10477,133,35-39,256579
10478,133,40-44,217451
10479,133,45-49,180108
10480,133,50-54,135564
10481,133,55-59,110116
10482,133,60-64,104895
10483,133,65-69,71863
10484,133,70-74,55731
10485,133,75-79,27495
10486,133,80+,38619
10487,133,Age not stated,15851
10488,134,All ages,3682713
10489,134,0-4,381675
10490,134,5-9,445579
10491,134,10-14,486300
10492,134,15-19,480416
10493,134,20-24,355800
10494,134,25-29,254806
10495,134,30-34,222943
10496,134,35-39,224991
10497,134,40-44,186459
10498,134,45-49,151912
10499,134,50-54,112605
10500,134,55-59,92490
10501,134,60-64,91036
10502,134,65-69,59606
10503,134,70-74,43845
10504,134,75-79,20029
10505,134,80+,30575
10506,134,Age not stated,41646
10507,135,All ages,4772006
10508,135,0-4,526832
10509,135,5-9,623308
10510,135,10-14,654840
10511,135,15-19,593074
10512,135,20-24,438358
10513,135,25-29,331858
10514,135,30-34,294762
10515,135,35-39,284683
10516,135,40-44,229742
10517,135,45-49,179299
10518,135,50-54,136156
10519,135,55-59,111695
10520,135,60-64,115741
10521,135,65-69,65941
10522,135,70-74,45944
10523,135,75-79,18835
10524,135,80+,31262
10525,135,Age not stated,89676
10526,136,All ages,2335819
10527,136,0-4,254161
10528,136,5-9,306013
10529,136,10-14,334075
10530,136,15-19,310566
10531,136,20-24,213599
10532,136,25-29,157709
10533,136,30-34,143690
10534,136,35-39,141411
10535,136,40-44,116321
10536,136,45-49,89742
10537,136,50-54,66704
10538,136,55-59,53621
10539,136,60-64,60314
10540,136,65-69,32539
10541,136,70-74,22664
10542,136,75-79,8644
10543,136,80+,14427
10544,136,Age not stated,9619
10545,137,All ages,1840221
10546,137,0-4,203493
10547,137,5-9,235713
10548,137,10-14,254680
10549,137,15-19,230166
10550,137,20-24,170851
10551,137,25-29,132380
10552,137,30-34,116865
10553,137,35-39,112962
10554,137,40-44,90901
10555,137,45-49,70547
10556,137,50-54,53375
10557,137,55-59,43818
10558,137,60-64,46301
10559,137,65-69,28192
10560,137,70-74,20857
10561,137,75-79,8922
10562,137,80+,14384
10563,137,Age not stated,5814
10564,138,All ages,3443689
10565,138,0-4,346139
10566,138,5-9,376513
10567,138,10-14,408782
10568,138,15-19,410003
10569,138,20-24,349971
10570,138,25-29,273709
10571,138,30-34,224433
10572,138,35-39,217090
10573,138,40-44,182001
10574,138,45-49,156951
10575,138,50-54,120914
10576,138,55-59,94788
10577,138,60-64,85490
10578,138,65-69,56309
10579,138,70-74,42693
10580,138,75-79,20864
10581,138,80+,30769
10582,138,Age not stated,46270
10583,139,All ages,1303048
10584,139,0-4,132999
10585,139,5-9,149453
10586,139,10-14,161111
10587,139,15-19,153974
10588,139,20-24,123306
10589,139,25-29,96297
10590,139,30-34,81294
10591,139,35-39,78331
10592,139,40-44,66497
10593,139,45-49,57154
10594,139,50-54,46671
10595,139,55-59,38137
10596,139,60-64,36126
10597,139,65-69,25955
10598,139,70-74,21481
10599,139,75-79,11037
10600,139,80+,15141
10601,139,Age not stated,8084
10602,140,All ages,4681645
10603,140,0-4,467719
10604,140,5-9,512192
10605,140,10-14,534134
10606,140,15-19,515525
10607,140,20-24,465391
10608,140,25-29,396108
10609,140,30-34,341608
10610,140,35-39,325096
10611,140,40-44,261397
10612,140,45-49,211770
10613,140,50-54,157067
10614,140,55-59,120163
10615,140,60-64,106643
10616,140,65-69,66942
10617,140,70-74,47920
10618,140,75-79,22782
10619,140,80+,38446
10620,140,Age not stated,90742
10621,141,All ages,1648115
10622,141,0-4,170358
10623,141,5-9,182183
10624,141,10-14,179980
10625,141,15-19,169550
10626,141,20-24,165170
10627,141,25-29,148407
10628,141,30-34,127334
10629,141,35-39,115586
10630,141,40-44,89999
10631,141,45-49,70048
10632,141,50-54,50451
10633,141,55-59,38178
10634,141,60-64,34691
10635,141,65-69,23731
10636,141,70-74,18020
10637,141,75-79,9449
10638,141,80+,14342
10639,141,Age not stated,40638
10640,142,All ages,3499171
10641,142,0-4,372626
10642,142,5-9,417940
10643,142,10-14,445650
10644,142,15-19,415829
10645,142,20-24,337996
10646,142,25-29,256213
10647,142,30-34,219835
10648,142,35-39,209700
10649,142,40-44,177821
10650,142,45-49,146593
10651,142,50-54,117701
10652,142,55-59,95500
10653,142,60-64,93437
10654,142,65-69,61857
10655,142,70-74,49339
10656,142,75-79,22302
10657,142,80+,32672
10658,142,Age not stated,26160
10659,143,All ages,3673889
10660,143,0-4,387800
10661,143,5-9,449247
10662,143,10-14,477701
10663,143,15-19,440738
10664,143,20-24,351936
10665,143,25-29,270867
10666,143,30-34,230162
10667,143,35-39,221953
10668,143,40-44,184331
10669,143,45-49,150962
10670,143,50-54,119703
10671,143,55-59,95569
10672,143,60-64,92349
10673,143,65-69,60706
10674,143,70-74,48129
10675,143,75-79,22348
10676,143,80+,33863
10677,143,Age not stated,35525
10678,144,All ages,1564708
10679,144,0-4,166153
10680,144,5-9,193700
10681,144,10-14,206514
10682,144,15-19,186229
10683,144,20-24,145453
10684,144,25-29,113108
10685,144,30-34,98193
10686,144,35-39,95734
10687,144,40-44,79954
10688,144,45-49,65256
10689,144,50-54,52549
10690,144,55-59,41813
10691,144,60-64,41877
10692,144,65-69,27128
10693,144,70-74,22601
10694,144,75-79,10097
10695,144,80+,14018
10696,144,Age not stated,4331
10697,145,All ages,2547184
10698,145,0-4,274451
10699,145,5-9,310289
10700,145,10-14,323302
10701,145,15-19,287026
10702,145,20-24,229509
10703,145,25-29,176109
10704,145,30-34,152018
10705,145,35-39,151854
10706,145,40-44,126474
10707,145,45-49,105392
10708,145,50-54,82623
10709,145,55-59,66685
10710,145,60-64,63730
10711,145,65-69,42040
10712,145,70-74,33313
10713,145,75-79,16255
10714,145,80+,23208
10715,145,Age not stated,82906
10716,146,All ages,4418797
10717,146,0-4,451486
10718,146,5-9,533649
10719,146,10-14,574120
10720,146,15-19,541732
10721,146,20-24,430604
10722,146,25-29,340312
10723,146,30-34,285605
10724,146,35-39,279919
10725,146,40-44,232888
10726,146,45-49,192843
10727,146,50-54,149262
10728,146,55-59,114518
10729,146,60-64,103798
10730,146,65-69,66897
10731,146,70-74,51979
10732,146,75-79,23553
10733,146,80+,37866
10734,146,Age not stated,7766
10735,147,All ages,2498156
10736,147,0-4,252279
10737,147,5-9,313276
10738,147,10-14,337910
10739,147,15-19,304306
10740,147,20-24,232863
10741,147,25-29,180520
10742,147,30-34,155936
10743,147,35-39,154622
10744,147,40-44,129512
10745,147,45-49,103660
10746,147,50-54,81757
10747,147,55-59,62733
10748,147,60-64,60032
10749,147,65-69,38759
10750,147,70-74,31731
10751,147,75-79,14424
10752,147,80+,23253
10753,147,Age not stated,20583
10754,148,All ages,1868529
10755,148,0-4,188308
10756,148,5-9,232100
10757,148,10-14,248639
10758,148,15-19,225912
10759,148,20-24,168574
10760,148,25-29,130127
10761,148,30-34,115549
10762,148,35-39,115031
10763,148,40-44,95536
10764,148,45-49,76205
10765,148,50-54,61644
10766,148,55-59,52074
10767,148,60-64,57552
10768,148,65-69,35031
10769,148,70-74,28126
10770,148,75-79,11963
10771,148,80+,19248
10772,148,Age not stated,6910
10773,149,All ages,3681896
10774,149,0-4,448927
10775,149,5-9,513666
10776,149,10-14,512987
10777,149,15-19,413443
10778,149,20-24,302587
10779,149,25-29,244441
10780,149,30-34,220039
10781,149,35-39,215782
10782,149,40-44,175475
10783,149,45-49,137112
10784,149,50-54,107723
10785,149,55-59,86865
10786,149,60-64,94836
10787,149,65-69,55065
10788,149,70-74,39650
10789,149,75-79,15168
10790,149,80+,24887
10791,149,Age not stated,73243
10792,150,All ages,4448359
10793,150,0-4,470644
10794,150,5-9,562597
10795,150,10-14,601983
10796,150,15-19,548631
10797,150,20-24,397387
10798,150,25-29,312723
10799,150,30-34,279395
10800,150,35-39,276235
10801,150,40-44,224268
10802,150,45-49,172335
10803,150,50-54,129749
10804,150,55-59,106364
10805,150,60-64,114605
10806,150,65-69,67221
10807,150,70-74,44817
10808,150,75-79,16613
10809,150,80+,34772
10810,150,Age not stated,88020
10811,151,All ages,2031007
10812,151,0-4,201540
10813,151,5-9,254093
10814,151,10-14,280962
10815,151,15-19,251854
10816,151,20-24,182983
10817,151,25-29,149044
10818,151,30-34,134080
10819,151,35-39,130238
10820,151,40-44,104170
10821,151,45-49,81185
10822,151,50-54,60906
10823,151,55-59,52169
10824,151,60-64,59693
10825,151,65-69,35550
10826,151,70-74,23735
10827,151,75-79,9086
10828,151,80+,15137
10829,151,Age not stated,4582
10830,152,All ages,3006538
10831,152,0-4,334729
10832,152,5-9,404065
10833,152,10-14,412455
10834,152,15-19,340138
10835,152,20-24,252123
10836,152,25-29,217727
10837,152,30-34,196749
10838,152,35-39,189656
10839,152,40-44,148594
10840,152,45-49,117238
10841,152,50-54,89422
10842,152,55-59,74498
10843,152,60-64,85936
10844,152,65-69,52310
10845,152,70-74,34617
10846,152,75-79,12615
10847,152,80+,19345
10848,152,Age not stated,24321
10849,153,All ages,4021243
10850,153,0-4,435145
10851,153,5-9,540938
10852,153,10-14,539036
10853,153,15-19,443334
10854,153,20-24,328438
10855,153,25-29,295706
10856,153,30-34,272638
10857,153,35-39,263707
10858,153,40-44,202155
10859,153,45-49,158111
10860,153,50-54,118798
10861,153,55-59,102234
10862,153,60-64,116606
10863,153,65-69,72318
10864,153,70-74,49804
10865,153,75-79,19982
10866,153,80+,31090
10867,153,Age not stated,31203
10868,154,All ages,4483992
10869,154,0-4,493654
10870,154,5-9,599481
10871,154,10-14,598997
10872,154,15-19,479827
10873,154,20-24,365104
10874,154,25-29,325320
10875,154,30-34,300981
10876,154,35-39,292422
10877,154,40-44,228462
10878,154,45-49,179122
10879,154,50-54,135632
10880,154,55-59,111093
10881,154,60-64,127554
10882,154,65-69,86674
10883,154,70-74,62272
10884,154,75-79,25686
10885,154,80+,39407
10886,154,Age not stated,32304
10887,155,All ages,4092845
10888,155,0-4,432264
10889,155,5-9,530633
10890,155,10-14,550471
10891,155,15-19,456067
10892,155,20-24,337130
10893,155,25-29,291799
10894,155,30-34,266253
10895,155,35-39,262120
10896,155,40-44,209814
10897,155,45-49,167119
10898,155,50-54,128186
10899,155,55-59,107299
10900,155,60-64,128356
10901,155,65-69,83927
10902,155,70-74,56867
10903,155,75-79,21841
10904,155,80+,33512
10905,155,Age not stated,29187
10906,156,All ages,3108367
10907,156,0-4,286855
10908,156,5-9,362174
10909,156,10-14,395969
10910,156,15-19,367432
10911,156,20-24,269249
10912,156,25-29,212027
10913,156,30-34,196611
10914,156,35-39,202394
10915,156,40-44,171204
10916,156,45-49,136642
10917,156,50-54,103114
10918,156,55-59,87838
10919,156,60-64,100257
10920,156,65-69,66631
10921,156,70-74,47838
10922,156,75-79,19857
10923,156,80+,27927
10924,156,Age not stated,54348
10925,157,All ages,4589838
10926,157,0-4,357215
10927,157,5-9,454777
10928,157,10-14,503053
10929,157,15-19,517301
10930,157,20-24,457020
10931,157,25-29,388923
10932,157,30-34,331460
10933,157,35-39,326408
10934,157,40-44,269533
10935,157,45-49,234285
10936,157,50-54,182442
10937,157,55-59,143430
10938,157,60-64,135829
10939,157,65-69,91307
10940,157,70-74,62089
10941,157,75-79,28645
10942,157,80+,41516
10943,157,Age not stated,64605
10944,158,All ages,3405559
10945,158,0-4,314931
10946,158,5-9,408652
10947,158,10-14,444282
10948,158,15-19,411194
10949,158,20-24,294180
10950,158,25-29,242768
10951,158,30-34,222547
10952,158,35-39,219825
10953,158,40-44,181243
10954,158,45-49,152968
10955,158,50-54,118369
10956,158,55-59,96835
10957,158,60-64,107260
10958,158,65-69,74228
10959,158,70-74,54747
10960,158,75-79,23204
10961,158,80+,31940
10962,158,Age not stated,6386
10963,159,All ages,1885204
10964,159,0-4,203159
10965,159,5-9,236465
10966,159,10-14,247785
10967,159,15-19,225816
10968,159,20-24,173248
10969,159,25-29,138111
10970,159,30-34,121666
10971,159,35-39,116768
10972,159,40-44,95112
10973,159,45-49,77607
10974,159,50-54,60943
10975,159,55-59,50915
10976,159,60-64,54997
10977,159,65-69,33457
10978,159,70-74,23738
10979,159,75-79,9641
10980,159,80+,13104
10981,159,Age not stated,2672
10982,160,All ages,1656616
10983,160,0-4,172268
10984,160,5-9,207062
10985,160,10-14,220063
10986,160,15-19,203316
10987,160,20-24,148929
10988,160,25-29,118278
10989,160,30-34,105975
10990,160,35-39,103919
10991,160,40-44,84919
10992,160,45-49,66215
10993,160,50-54,50659
10994,160,55-59,43702
10995,160,60-64,52192
10996,160,65-69,31896
10997,160,70-74,22765
10998,160,75-79,9184
10999,160,80+,13137
11000,160,Age not stated,2137
11001,161,All ages,1581810
11002,161,0-4,153492
11003,161,5-9,178634
11004,161,10-14,197030
11005,161,15-19,187175
11006,161,20-24,146839
11007,161,25-29,116463
11008,161,30-34,103767
11009,161,35-39,101681
11010,161,40-44,86333
11011,161,45-49,70245
11012,161,50-54,56113
11013,161,55-59,45758
11014,161,60-64,48380
11015,161,65-69,33333
11016,161,70-74,26335
11017,161,75-79,11618
11018,161,80+,16249
11019,161,Age not stated,2365
11020,162,All ages,1379545
11021,162,0-4,134123
11022,162,5-9,161599
11023,162,10-14,174575
11024,162,15-19,163715
11025,162,20-24,122372
11026,162,25-29,99952
11027,162,30-34,90680
11028,162,35-39,92491
11029,162,40-44,76535
11030,162,45-49,61057
11031,162,50-54,47169
11032,162,55-59,39720
11033,162,60-64,42930
11034,162,65-69,28386
11035,162,70-74,21644
11036,162,75-79,9651
11037,162,80+,12554
11038,162,Age not stated,392
11039,163,All ages,1796184
11040,163,0-4,168821
11041,163,5-9,199765
11042,163,10-14,224203
11043,163,15-19,215614
11044,163,20-24,159770
11045,163,25-29,132647
11046,163,30-34,119479
11047,163,35-39,118899
11048,163,40-44,98381
11049,163,45-49,79159
11050,163,50-54,60784
11051,163,55-59,51861
11052,163,60-64,58856
11053,163,65-69,40922
11054,163,70-74,31002
11055,163,75-79,13860
11056,163,80+,18987
11057,163,Age not stated,3174
11058,164,All ages,4581268
11059,164,0-4,338071
11060,164,5-9,425817
11061,164,10-14,485666
11062,164,15-19,527586
11063,164,20-24,464532
11064,164,25-29,388739
11065,164,30-34,339466
11066,164,35-39,337110
11067,164,40-44,286182
11068,164,45-49,246796
11069,164,50-54,190405
11070,164,55-59,152367
11071,164,60-64,145808
11072,164,65-69,95530
11073,164,70-74,67665
11074,164,75-79,31341
11075,164,80+,48679
11076,164,Age not stated,9508
11077,165,All ages,1689974
11078,165,0-4,155116
11079,165,5-9,182538
11080,165,10-14,195572
11081,165,15-19,186139
11082,165,20-24,151585
11083,165,25-29,131867
11084,165,30-34,115546
11085,165,35-39,115757
11086,165,40-44,97633
11087,165,45-49,81154
11088,165,50-54,63912
11089,165,55-59,53368
11090,165,60-64,53136
11091,165,65-69,39249
11092,165,70-74,31240
11093,165,75-79,15039
11094,165,80+,19010
11095,165,Age not stated,2113
11096,166,All ages,1998603
11097,166,0-4,176054
11098,166,5-9,202621
11099,166,10-14,220752
11100,166,15-19,206224
11101,166,20-24,193696
11102,166,25-29,171954
11103,166,30-34,151261
11104,166,35-39,142728
11105,166,40-44,117139
11106,166,45-49,99600
11107,166,50-54,76567
11108,166,55-59,62054
11109,166,60-64,60939
11110,166,65-69,41150
11111,166,70-74,32071
11112,166,75-79,15532
11113,166,80+,20018
11114,166,Age not stated,8243
11115,167,All ages,1221592
11116,167,0-4,144991
11117,167,5-9,158815
11118,167,10-14,159906
11119,167,15-19,120035
11120,167,20-24,112480
11121,167,25-29,97324
11122,167,30-34,82949
11123,167,35-39,74157
11124,167,40-44,59444
11125,167,45-49,48530
11126,167,50-54,38750
11127,167,55-59,32306
11128,167,60-64,32586
11129,167,65-69,21609
11130,167,70-74,16983
11131,167,75-79,7480
11132,167,80+,9952
11133,167,Age not stated,3295
11134,168,All ages,1104285
11135,168,0-4,101838
11136,168,5-9,128013
11137,168,10-14,137661
11138,168,15-19,120501
11139,168,20-24,93214
11140,168,25-29,79547
11141,168,30-34,73314
11142,168,35-39,71822
11143,168,40-44,62580
11144,168,45-49,52652
11145,168,50-54,41655
11146,168,55-59,34213
11147,168,60-64,34401
11148,168,65-69,26275
11149,168,70-74,20966
11150,168,75-79,10212
11151,168,80+,13387
11152,168,Age not stated,2034
11153,169,All ages,875958
11154,169,0-4,84218
11155,169,5-9,106441
11156,169,10-14,111656
11157,169,15-19,90352
11158,169,20-24,71018
11159,169,25-29,63382
11160,169,30-34,58154
11161,169,35-39,56690
11162,169,40-44,47364
11163,169,45-49,39186
11164,169,50-54,30728
11165,169,55-59,25406
11166,169,60-64,26877
11167,169,65-69,20037
11168,169,70-74,16093
11169,169,75-79,8045
11170,169,80+,10207
11171,169,Age not stated,10104
11172,170,All ages,1799410
11173,170,0-4,195350
11174,170,5-9,236411
11175,170,10-14,238071
11176,170,15-19,180054
11177,170,20-24,142223
11178,170,25-29,128323
11179,170,30-34,119393
11180,170,35-39,115510
11181,170,40-44,96312
11182,170,45-49,77312
11183,170,50-54,60522
11184,170,55-59,49002
11185,170,60-64,52866
11186,170,65-69,40371
11187,170,70-74,31755
11188,170,75-79,14078
11189,170,80+,16716
11190,170,Age not stated,5141
11191,171,All ages,991730
11192,171,0-4,116022
11193,171,5-9,138722
11194,171,10-14,136346
11195,171,15-19,99594
11196,171,20-24,77556
11197,171,25-29,69806
11198,171,30-34,65591
11199,171,35-39,60746
11200,171,40-44,48739
11201,171,45-49,39152
11202,171,50-54,30818
11203,171,55-59,25491
11204,171,60-64,28269
11205,171,65-69,21124
11206,171,70-74,15718
11207,171,75-79,6908
11208,171,80+,8341
11209,171,Age not stated,2787
11210,172,All ages,2632733
11211,172,0-4,255450
11212,172,5-9,326040
11213,172,10-14,343215
11214,172,15-19,300863
11215,172,20-24,217301
11216,172,25-29,181961
