,District Code,Age Group,Total Persons
11217,172,30-34,169221
11218,172,35-39,168726
11219,172,40-44,145099
11220,172,45-49,120785
11221,172,50-54,93577
11222,172,55-59,77375
11223,172,60-64,82244
11224,172,65-69,57963
11225,172,70-74,42665
11226,172,75-79,18464
11227,172,80+,23259
11228,172,Age not stated,8525
11229,173,All ages,3209141
11230,173,0-4,291020
11231,173,5-9,401775
11232,173,10-14,434350
11233,173,15-19,391921
11234,173,20-24,262655
11235,173,25-29,220848
11236,173,30-34,203114
11237,173,35-39,198196
11238,173,40-44,163046
11239,173,45-49,139371
11240,173,50-54,111651
11241,173,55-59,95320
11242,173,60-64,100044
11243,173,65-69,69828
11244,173,70-74,54327
11245,173,75-79,25433
11246,173,80+,35494
11247,173,Age not stated,10748
11248,174,All ages,1599596
11249,174,0-4,177787
11250,174,5-9,224038
11251,174,10-14,221913
11252,174,15-19,177921
11253,174,20-24,123514
11254,174,25-29,108926
11255,174,30-34,101545
11256,174,35-39,95843
11257,174,40-44,76437
11258,174,45-49,62576
11259,174,50-54,47190
11260,174,55-59,40525
11261,174,60-64,46908
11262,174,65-69,31324
11263,174,70-74,22307
11264,174,75-79,9213
11265,174,80+,13089
11266,174,Age not stated,18540
11267,175,All ages,5954391
11268,175,0-4,581819
11269,175,5-9,736361
11270,175,10-14,754726
11271,175,15-19,694755
11272,175,20-24,541676
11273,175,25-29,455067
11274,175,30-34,392999
11275,175,35-39,377195
11276,175,40-44,305313
11277,175,45-49,259717
11278,175,50-54,200019
11279,175,55-59,166945
11280,175,60-64,165873
11281,175,65-69,111881
11282,175,70-74,78881
11283,175,75-79,36694
11284,175,80+,57844
11285,175,Age not stated,36626
11286,176,All ages,3260699
11287,176,0-4,342718
11288,176,5-9,423040
11289,176,10-14,418506
11290,176,15-19,361364
11291,176,20-24,270794
11292,176,25-29,226913
11293,176,30-34,209023
11294,176,35-39,205910
11295,176,40-44,164567
11296,176,45-49,129994
11297,176,50-54,99185
11298,176,55-59,83878
11299,176,60-64,98833
11300,176,65-69,67786
11301,176,70-74,46845
11302,176,75-79,19146
11303,176,80+,29596
11304,176,Age not stated,62601
11305,177,All ages,2470996
11306,177,0-4,235429
11307,177,5-9,303041
11308,177,10-14,317092
11309,177,15-19,290637
11310,177,20-24,213055
11311,177,25-29,175578
11312,177,30-34,158575
11313,177,35-39,154799
11314,177,40-44,125304
11315,177,45-49,104470
11316,177,50-54,83657
11317,177,55-59,71318
11318,177,60-64,76720
11319,177,65-69,55430
11320,177,70-74,39800
11321,177,75-79,16942
11322,177,80+,23465
11323,177,Age not stated,25684
11324,178,All ages,2397888
11325,178,0-4,218466
11326,178,5-9,297824
11327,178,10-14,314511
11328,178,15-19,295632
11329,178,20-24,208988
11330,178,25-29,164073
11331,178,30-34,148295
11332,178,35-39,147499
11333,178,40-44,119923
11334,178,45-49,99512
11335,178,50-54,77499
11336,178,55-59,68179
11337,178,60-64,76704
11338,178,65-69,58321
11339,178,70-74,41651
11340,178,75-79,18650
11341,178,80+,26230
11342,178,Age not stated,15931
11343,179,All ages,3797117
11344,179,0-4,366307
11345,179,5-9,478643
11346,179,10-14,501628
11347,179,15-19,447781
11348,179,20-24,316021
11349,179,25-29,266495
11350,179,30-34,242916
11351,179,35-39,235665
11352,179,40-44,190261
11353,179,45-49,159380
11354,179,50-54,127558
11355,179,55-59,109754
11356,179,60-64,122071
11357,179,65-69,88011
11358,179,70-74,64721
11359,179,75-79,28330
11360,179,80+,39719
11361,179,Age not stated,11856
11362,180,All ages,3487731
11363,180,0-4,433627
11364,180,5-9,512714
11365,180,10-14,453980
11366,180,15-19,342884
11367,180,20-24,273936
11368,180,25-29,258605
11369,180,30-34,236337
11370,180,35-39,219336
11371,180,40-44,166933
11372,180,45-49,131740
11373,180,50-54,102146
11374,180,55-59,85500
11375,180,60-64,100223
11376,180,65-69,66879
11377,180,70-74,46701
11378,180,75-79,18518
11379,180,80+,26275
11380,180,Age not stated,11397
11381,181,All ages,1117361
11382,181,0-4,141414
11383,181,5-9,163248
11384,181,10-14,141375
11385,181,15-19,102531
11386,181,20-24,88622
11387,181,25-29,86253
11388,181,30-34,76251
11389,181,35-39,70059
11390,181,40-44,54330
11391,181,45-49,44458
11392,181,50-54,35493
11393,181,55-59,27699
11394,181,60-64,29638
11395,181,65-69,20020
11396,181,70-74,15846
11397,181,75-79,6097
11398,181,80+,9186
11399,181,Age not stated,4841
11400,182,All ages,2148665
11401,182,0-4,259044
11402,182,5-9,322360
11403,182,10-14,289199
11404,182,15-19,223567
11405,182,20-24,169110
11406,182,25-29,151933
11407,182,30-34,132088
11408,182,35-39,126517
11409,182,40-44,99190
11410,182,45-49,84544
11411,182,50-54,67624
11412,182,55-59,57200
11413,182,60-64,59015
11414,182,65-69,41034
11415,182,70-74,29730
11416,182,75-79,12011
11417,182,80+,17333
11418,182,Age not stated,7166
11419,183,All ages,3433919
11420,183,0-4,374592
11421,183,5-9,478369
11422,183,10-14,455948
11423,183,15-19,374033
11424,183,20-24,286212
11425,183,25-29,253924
11426,183,30-34,223509
11427,183,35-39,209818
11428,183,40-44,164034
11429,183,45-49,137542
11430,183,50-54,110883
11431,183,55-59,89995
11432,183,60-64,98213
11433,183,65-69,65760
11434,183,70-74,49303
11435,183,75-79,20138
11436,183,80+,30292
11437,183,Age not stated,11354
11438,184,All ages,2559297
11439,184,0-4,320484
11440,184,5-9,384277
11441,184,10-14,347043
11442,184,15-19,267015
11443,184,20-24,195854
11444,184,25-29,175723
11445,184,30-34,151764
11446,184,35-39,144438
11447,184,40-44,111945
11448,184,45-49,95855
11449,184,50-54,76414
11450,184,55-59,71019
11451,184,60-64,83925
11452,184,65-69,55096
11453,184,70-74,37752
11454,184,75-79,15108
11455,184,80+,20663
11456,184,Age not stated,4922
11457,185,All ages,2464464
11458,185,0-4,254097
11459,185,5-9,330056
11460,185,10-14,332828
11461,185,15-19,282348
11462,185,20-24,202836
11463,185,25-29,171872
11464,185,30-34,154207
11465,185,35-39,149121
11466,185,40-44,117130
11467,185,45-49,98807
11468,185,50-54,80664
11469,185,55-59,71742
11470,185,60-64,81023
11471,185,65-69,53706
11472,185,70-74,38989
11473,185,75-79,16265
11474,185,80+,21502
11475,185,Age not stated,7271
11476,186,All ages,1715183
11477,186,0-4,184911
11478,186,5-9,236595
11479,186,10-14,234206
11480,186,15-19,195757
11481,186,20-24,138422
11482,186,25-29,118477
11483,186,30-34,106463
11484,186,35-39,101251
11485,186,40-44,78857
11486,186,45-49,65824
11487,186,50-54,52557
11488,186,55-59,49376
11489,186,60-64,58324
11490,186,65-69,38373
11491,186,70-74,26615
11492,186,75-79,10845
11493,186,80+,14412
11494,186,Age not stated,3918
11495,187,All ages,2684703
11496,187,0-4,272841
11497,187,5-9,366726
11498,187,10-14,359522
11499,187,15-19,288136
11500,187,20-24,209779
11501,187,25-29,197489
11502,187,30-34,179837
11503,187,35-39,171047
11504,187,40-44,131504
11505,187,45-49,112726
11506,187,50-54,88542
11507,187,55-59,75567
11508,187,60-64,73754
11509,187,65-69,52378
11510,187,70-74,38840
11511,187,75-79,16853
11512,187,80+,24639
11513,187,Age not stated,24523
11514,188,All ages,4440895
11515,188,0-4,407162
11516,188,5-9,538880
11517,188,10-14,562933
11518,188,15-19,519152
11519,188,20-24,390991
11520,188,25-29,336512
11521,188,30-34,294608
11522,188,35-39,280595
11523,188,40-44,224153
11524,188,45-49,192758
11525,188,50-54,155433
11526,188,55-59,131158
11527,188,60-64,130889
11528,188,65-69,92929
11529,188,70-74,71085
11530,188,75-79,32462
11531,188,80+,45721
11532,188,Age not stated,33474
11533,189,All ages,3564544
11534,189,0-4,369119
11535,189,5-9,484380
11536,189,10-14,464583
11537,189,15-19,387712
11538,189,20-24,274817
11539,189,25-29,256231
11540,189,30-34,234653
11541,189,35-39,219380
11542,189,40-44,171680
11543,189,45-49,147064
11544,189,50-54,115263
11545,189,55-59,99196
11546,189,60-64,103606
11547,189,65-69,72485
11548,189,70-74,52039
11549,189,75-79,22337
11550,189,80+,35447
11551,189,Age not stated,54552
11552,190,All ages,3100946
11553,190,0-4,300315
11554,190,5-9,402044
11555,190,10-14,408594
11556,190,15-19,363661
11557,190,20-24,253930
11558,190,25-29,217792
11559,190,30-34,194742
11560,190,35-39,187573
11561,190,40-44,152078
11562,190,45-49,130315
11563,190,50-54,106963
11564,190,55-59,91447
11565,190,60-64,97082
11566,190,65-69,71787
11567,190,70-74,55783
11568,190,75-79,24868
11569,190,80+,33289
11570,190,Age not stated,8683
11571,191,All ages,4613913
11572,191,0-4,453250
11573,191,5-9,610897
11574,191,10-14,626528
11575,191,15-19,558680
11576,191,20-24,376175
11577,191,25-29,304713
11578,191,30-34,274935
11579,191,35-39,270743
11580,191,40-44,224540
11581,191,45-49,195658
11582,191,50-54,156924
11583,191,55-59,135144
11584,191,60-64,140854
11585,191,65-69,104246
11586,191,70-74,79536
11587,191,75-79,36029
11588,191,80+,47221
11589,191,Age not stated,17840
11590,192,All ages,2205968
11591,192,0-4,217450
11592,192,5-9,298867
11593,192,10-14,293821
11594,192,15-19,262360
11595,192,20-24,182717
11596,192,25-29,147523
11597,192,30-34,133595
11598,192,35-39,131547
11599,192,40-44,109034
11600,192,45-49,93167
11601,192,50-54,74321
11602,192,55-59,62932
11603,192,60-64,64987
11604,192,65-69,47373
11605,192,70-74,35759
11606,192,75-79,16557
11607,192,80+,21331
11608,192,Age not stated,12627
11609,193,All ages,3239774
11610,193,0-4,299913
11611,193,5-9,415154
11612,193,10-14,408496
11613,193,15-19,366063
11614,193,20-24,257479
11615,193,25-29,228829
11616,193,30-34,210745
11617,193,35-39,204228
11618,193,40-44,167532
11619,193,45-49,141857
11620,193,50-54,114257
11621,193,55-59,97946
11622,193,60-64,102962
11623,193,65-69,71961
11624,193,70-74,55294
11625,193,75-79,24880
11626,193,80+,35328
11627,193,Age not stated,36850
11628,194,All ages,4494204
11629,194,0-4,439913
11630,194,5-9,581317
11631,194,10-14,598761
11632,194,15-19,527840
11633,194,20-24,372524
11634,194,25-29,306098
11635,194,30-34,271404
11636,194,35-39,260235
11637,194,40-44,211534
11638,194,45-49,183853
11639,194,50-54,150584
11640,194,55-59,133442
11641,194,60-64,142298
11642,194,65-69,102215
11643,194,70-74,75520
11644,194,75-79,35840
11645,194,80+,50080
11646,194,Age not stated,50746
11647,195,All ages,3620268
11648,195,0-4,358729
11649,195,5-9,476698
11650,195,10-14,461695
11651,195,15-19,404767
11652,195,20-24,289036
11653,195,25-29,243668
11654,195,30-34,223921
11655,195,35-39,215910
11656,195,40-44,179083
11657,195,45-49,155216
11658,195,50-54,127005
11659,195,55-59,110155
11660,195,60-64,114712
11661,195,65-69,80381
11662,195,70-74,59655
11663,195,75-79,27032
11664,195,80+,37333
11665,195,Age not stated,55272
11666,196,All ages,1952756
11667,196,0-4,200376
11668,196,5-9,255600
11669,196,10-14,247411
11670,196,15-19,212657
11671,196,20-24,164182
11672,196,25-29,142469
11673,196,30-34,129836
11674,196,35-39,122337
11675,196,40-44,100490
11676,196,45-49,84337
11677,196,50-54,66695
11678,196,55-59,57291
11679,196,60-64,60222
11680,196,65-69,42092
11681,196,70-74,30426
11682,196,75-79,13952
11683,196,80+,17089
11684,196,Age not stated,5294
11685,197,All ages,3676841
11686,197,0-4,324497
11687,197,5-9,421140
11688,197,10-14,453183
11689,197,15-19,428313
11690,197,20-24,346716
11691,197,25-29,286608
11692,197,30-34,252459
11693,197,35-39,239271
11694,197,40-44,196584
11695,197,45-49,167756
11696,197,50-54,131369
11697,197,55-59,108139
11698,197,60-64,104006
11699,197,65-69,74761
11700,197,70-74,53242
11701,197,75-79,25623
11702,197,80+,34409
11703,197,Age not stated,28765
11704,198,All ages,1578213
11705,198,0-4,169949
11706,198,5-9,208787
11707,198,10-14,213157
11708,198,15-19,183671
11709,198,20-24,139249
11710,198,25-29,117481
11711,198,30-34,103167
11712,198,35-39,92583
11713,198,40-44,73835
11714,198,45-49,62158
11715,198,50-54,47913
11716,198,55-59,41227
11717,198,60-64,44039
11718,198,65-69,30341
11719,198,70-74,22130
11720,198,75-79,10331
11721,198,80+,13939
11722,198,Age not stated,4256
11723,199,All ages,2496970
11724,199,0-4,271250
11725,199,5-9,323582
11726,199,10-14,324099
11727,199,15-19,268119
11728,199,20-24,217387
11729,199,25-29,186091
11730,199,30-34,167921
11731,199,35-39,155729
11732,199,40-44,124960
11733,199,45-49,103567
11734,199,50-54,80605
11735,199,55-59,66739
11736,199,60-64,70371
11737,199,65-69,50090
11738,199,70-74,37776
11739,199,75-79,17699
11740,199,80+,23493
11741,199,Age not stated,7492
11742,200,All ages,1862559
11743,200,0-4,214024
11744,200,5-9,255077
11745,200,10-14,247413
11746,200,15-19,188531
11747,200,20-24,156577
11748,200,25-29,142316
11749,200,30-34,125082
11750,200,35-39,118578
11751,200,40-44,94827
11752,200,45-49,80427
11753,200,50-54,61723
11754,200,55-59,48475
11755,200,60-64,45873
11756,200,65-69,32937
11757,200,70-74,23628
11758,200,75-79,10952
11759,200,80+,14278
11760,200,Age not stated,1841
11761,201,All ages,1774480
11762,201,0-4,187408
11763,201,5-9,231356
11764,201,10-14,240411
11765,201,15-19,210531
11766,201,20-24,156459
11767,201,25-29,123207
11768,201,30-34,111075
11769,201,35-39,108848
11770,201,40-44,91334
11771,201,45-49,72450
11772,201,50-54,57899
11773,201,55-59,47424
11774,201,60-64,48138
11775,201,65-69,30789
11776,201,70-74,25188
11777,201,75-79,10766
11778,201,80+,17223
11779,201,Age not stated,3974
11780,202,All ages,1436719
11781,202,0-4,167260
11782,202,5-9,190596
11783,202,10-14,199792
11784,202,15-19,168442
11785,202,20-24,122499
11786,202,25-29,97731
11787,202,30-34,87032
11788,202,35-39,84839
11789,202,40-44,72447
11790,202,45-49,56934
11791,202,50-54,45712
11792,202,55-59,36788
11793,202,60-64,39684
11794,202,65-69,24184
11795,202,70-74,18776
11796,202,75-79,7287
11797,202,80+,11003
11798,202,Age not stated,5713
11799,327,All ages,1846823
11800,327,0-4,130413
11801,327,5-9,162724
11802,327,10-14,188142
11803,327,15-19,188383
11804,327,20-24,184729
11805,327,25-29,176830
11806,327,30-34,149366
11807,327,35-39,145287
11808,327,40-44,123783
11809,327,45-49,104852
11810,327,50-54,86320
11811,327,55-59,62319
11812,327,60-64,52160
11813,327,65-69,34984
11814,327,70-74,24956
11815,327,75-79,13851
11816,327,80+,15389
11817,327,Age not stated,2335
11818,328,All ages,3872846
11819,328,0-4,319440
11820,328,5-9,360302
11821,328,10-14,406444
11822,328,15-19,418483
11823,328,20-24,406785
11824,328,25-29,348053
11825,328,30-34,260607
11826,328,35-39,280678
11827,328,40-44,263429
11828,328,45-49,230735
11829,328,50-54,179013
11830,328,55-59,129912
11831,328,60-64,100521
11832,328,65-69,68820
11833,328,70-74,44061
11834,328,75-79,24475
11835,328,80+,28865
11836,328,Age not stated,2223
11837,329,All ages,2819086
11838,329,0-4,239658
11839,329,5-9,265512
11840,329,10-14,299043
11841,329,15-19,295924
11842,329,20-24,280811
11843,329,25-29,242372
11844,329,30-34,186298
11845,329,35-39,203866
11846,329,40-44,194647
11847,329,45-49,159835
11848,329,50-54,135761
11849,329,55-59,96738
11850,329,60-64,80714
11851,329,65-69,54612
11852,329,70-74,35869
11853,329,75-79,20344
11854,329,80+,24723
11855,329,Age not stated,2359
11856,330,All ages,3007134
11857,330,0-4,327621
11858,330,5-9,391308
11859,330,10-14,396320
11860,330,15-19,313924
11861,330,20-24,260807
11862,330,25-29,226053
11863,330,30-34,191617
11864,330,35-39,197364
11865,330,40-44,173989
11866,330,45-49,141889
11867,330,50-54,113510
11868,330,55-59,82754
11869,330,60-64,74055
11870,330,65-69,50582
11871,330,70-74,31819
11872,330,75-79,13873
11873,330,80+,18562
11874,330,Age not stated,1087
11875,331,All ages,1676276
11876,331,0-4,128732
11877,331,5-9,156166
11878,331,10-14,184947
11879,331,15-19,173247
11880,331,20-24,154886
11881,331,25-29,139305
11882,331,30-34,119348
11883,331,35-39,130156
11884,331,40-44,116812
11885,331,45-49,99666
11886,331,50-54,78870
11887,331,55-59,58572
11888,331,60-64,52288
11889,331,65-69,34945
11890,331,70-74,22706
11891,331,75-79,10612
11892,331,80+,13430
11893,331,Age not stated,1588
11894,332,All ages,3988845
11895,332,0-4,416149
11896,332,5-9,475336
11897,332,10-14,504830
11898,332,15-19,423386
11899,332,20-24,373432
11900,332,25-29,317871
11901,332,30-34,258444
11902,332,35-39,267942
11903,332,40-44,237806
11904,332,45-49,191091
11905,332,50-54,154046
11906,332,55-59,111462
11907,332,60-64,98075
11908,332,65-69,67923
11909,332,70-74,43904
11910,332,75-79,19220
11911,332,80+,25492
11912,332,Age not stated,2436
11913,333,All ages,7103807
11914,333,0-4,706535
11915,333,5-9,774855
11916,333,10-14,843488
11917,333,15-19,786792
11918,333,20-24,707320
11919,333,25-29,571574
11920,333,30-34,469431
11921,333,35-39,478875
11922,333,40-44,425001
11923,333,45-49,344287
11924,333,50-54,281335
11925,333,55-59,210112
11926,333,60-64,185829
11927,333,65-69,131202
11928,333,70-74,89694
11929,333,75-79,42383
11930,333,80+,50858
11931,333,Age not stated,4236
11932,334,All ages,3502404
11933,334,0-4,310179
11934,334,5-9,342095
11935,334,10-14,372912
11936,334,15-19,353567
11937,334,20-24,330649
11938,334,25-29,299253
11939,334,30-34,258200
11940,334,35-39,260187
11941,334,40-44,230784
11942,334,45-49,202888
11943,334,50-54,159749
11944,334,55-59,122840
11945,334,60-64,105292
11946,334,65-69,71160
11947,334,70-74,43046
11948,334,75-79,18970
11949,334,80+,18406
11950,334,Age not stated,2227
11951,335,All ages,7717563
11952,335,0-4,577766
11953,335,5-9,644457
11954,335,10-14,724818
11955,335,15-19,760051
11956,335,20-24,747485
11957,335,25-29,694843
11958,335,30-34,615277
11959,335,35-39,620820
11960,335,40-44,547461
11961,335,45-49,481985
11962,335,50-54,376986
11963,335,55-59,290236
11964,335,60-64,233209
11965,335,65-69,160458
11966,335,70-74,112641
11967,335,75-79,56433
11968,335,80+,62950
11969,335,Age not stated,9687
11970,336,All ages,5167600
11971,336,0-4,365403
11972,336,5-9,418583
11973,336,10-14,492315
11974,336,15-19,505495
11975,336,20-24,505782
11976,336,25-29,458250
11977,336,30-34,383899
11978,336,35-39,411793
11979,336,40-44,375410
11980,336,45-49,313884
11981,336,50-54,257395
11982,336,55-59,191060
11983,336,60-64,162203
11984,336,65-69,119829
11985,336,70-74,91260
11986,336,75-79,50267
11987,336,80+,62403
11988,336,Age not stated,2369
11989,337,All ages,10009781
11990,337,0-4,666917
11991,337,5-9,763631
11992,337,10-14,876441
11993,337,15-19,928370
11994,337,20-24,961606
11995,337,25-29,907911
11996,337,30-34,788781
11997,337,35-39,815657
11998,337,40-44,725029
11999,337,45-49,639529
12000,337,50-54,521948
12001,337,55-59,405620
12002,337,60-64,336726
12003,337,65-69,241918
12004,337,70-74,178592
12005,337,75-79,99905
12006,337,80+,136434
12007,337,Age not stated,14766
12008,338,All ages,5519145
12009,338,0-4,372791
12010,338,5-9,413526
12011,338,10-14,480627
12012,338,15-19,507641
12013,338,20-24,505273
12014,338,25-29,486631
12015,338,30-34,447694
12016,338,35-39,466417
12017,338,40-44,405739
12018,338,45-49,368356
12019,338,50-54,291306
12020,338,55-59,227351
12021,338,60-64,184593
12022,338,65-69,137113
12023,338,70-74,101175
12024,338,75-79,56939
12025,338,80+,62344
12026,338,Age not stated,3629
12027,339,All ages,3596674
12028,339,0-4,288842
12029,339,5-9,322304
12030,339,10-14,357373
12031,339,15-19,340595
12032,339,20-24,325766
12033,339,25-29,307455
12034,339,30-34,275893
12035,339,35-39,282390
12036,339,40-44,241398
12037,339,45-49,215083
12038,339,50-54,167831
12039,339,55-59,136177
12040,339,60-64,117980
12041,339,65-69,90450
12042,339,70-74,62546
